,workclass,fnlwgt,education,education-num,hours-per-week,marital-status,occupation,relationship,race,sex,native-country,capital-gain,capital-loss,target,xy,ground_truth,prob
31,1,1,1,0,1,1,1,0,0,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",0,0.045454545454545456
32,1,1,1,1,1,1,1,0,1,0,1,0,1,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0)",0,0.34782608695652173
33,1,0,1,0,1,0,0,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.125
34,1,1,1,0,0,0,0,1,0,0,1,0,0,0,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.1
35,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.013986013986013986
36,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007751937984496124
37,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.05555555555555555
38,1,0,1,0,0,0,1,1,1,0,0,0,0,1,"(1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1)",1,1.0
39,0,1,1,1,1,0,1,1,1,0,1,0,0,0,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.4819277108433735
40,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.08323424494649227
41,0,0,1,1,1,0,1,1,1,0,1,0,0,0,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.38596491228070173
42,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.42911877394636017
43,1,0,0,0,1,1,0,0,1,1,1,0,0,1,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.05389221556886228
44,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
45,1,1,1,1,1,0,1,1,0,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1)",1,1.0
46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.03067484662576687
47,1,0,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.003484320557491289
48,1,0,1,1,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.15859030837004406
49,1,1,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.07718120805369127
50,1,0,1,0,1,0,1,1,0,1,1,0,0,0,"(1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0)",0,0.25
51,1,1,0,0,0,1,0,0,1,1,0,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.037037037037037035
52,1,0,1,1,1,0,1,1,1,1,0,0,1,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1)",1,1.0
53,1,1,1,1,1,1,1,0,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",1,1.0
54,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.038461538461538464
55,1,1,1,0,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
56,1,1,0,0,1,0,0,1,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0,0.04371584699453552
57,1,0,1,1,1,0,0,1,1,0,0,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0,0.15789473684210525
58,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
59,1,0,0,0,1,0,0,1,1,0,1,1,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.35443037974683544
60,1,0,1,1,1,0,1,1,1,0,1,1,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",0,0.7471264367816092
61,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.02857142857142857
62,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
63,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
64,1,0,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.043795620437956206
65,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
66,1,0,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.00425531914893617
67,1,0,0,0,1,0,0,1,1,1,1,0,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1)",1,0.6612903225806451
68,0,1,1,0,1,0,1,1,1,0,1,0,0,1,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
69,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007751937984496124
70,1,0,1,0,0,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.013333333333333334
71,1,1,1,1,1,1,1,0,0,1,1,0,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1)",0,0.391304347826087
72,0,0,1,1,1,0,1,1,1,0,1,0,0,1,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
73,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007751937984496124
74,1,0,1,0,0,0,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.3333333333333333
75,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.013986013986013986
76,1,0,1,1,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.15859030837004406
77,1,1,0,0,0,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.018018018018018018
78,1,1,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.004807692307692308
79,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
80,1,1,0,0,0,1,1,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.021739130434782608
81,1,1,1,1,1,0,0,1,1,0,0,0,0,0,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0,0.12903225806451613
82,1,0,0,0,1,0,0,1,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.023255813953488372
83,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.16783216783216784
84,1,1,0,0,1,1,0,0,1,1,1,1,0,1,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1)",1,0.2857142857142857
85,1,1,0,0,0,1,1,0,1,1,1,0,0,1,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.023255813953488372
86,1,1,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
87,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.43783783783783786
88,1,0,0,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.022222222222222223
89,1,1,1,1,1,1,1,0,1,1,1,0,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",1,0.3472222222222222
90,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.43783783783783786
91,1,1,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.006134969325153374
92,1,1,1,0,0,1,0,0,0,1,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.034482758620689655
93,1,0,0,0,0,0,1,1,0,1,0,0,1,0,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0)",0,0.5
94,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
95,1,0,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.018292682926829267
96,0,1,1,1,1,0,1,1,1,0,1,0,1,1,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
97,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.24183006535947713
98,1,0,1,1,1,1,1,0,1,1,0,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0)",0,0.05
99,1,1,0,0,1,1,0,0,0,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.00625
100,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
101,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
102,0,0,1,1,1,1,1,0,1,1,1,0,0,1,"(0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.4117647058823529
103,1,0,1,0,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.008130081300813009
104,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.004842615012106538
105,0,1,0,0,1,0,0,1,1,0,1,1,0,0,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",1,0.3076923076923077
106,1,1,0,0,0,1,0,0,1,1,1,1,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0)",0,0.14285714285714285
107,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007112375533428165
108,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.002197802197802198
109,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
110,1,1,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.07718120805369127
111,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
112,0,1,0,0,1,0,0,1,1,0,0,0,1,0,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0)",1,1.0
113,1,1,1,0,0,0,1,1,1,1,1,1,0,0,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0)",0,0.5
114,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.002197802197802198
115,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
116,0,1,1,0,1,0,1,1,1,0,1,0,0,0,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.34285714285714286
117,1,1,1,1,1,0,0,1,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",1,0.17647058823529413
118,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.24183006535947713
119,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.004842615012106538
120,1,1,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.006134969325153374
121,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.42911877394636017
122,1,0,1,1,1,1,1,0,0,0,0,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0)",0,0.11764705882352941
123,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
124,1,1,1,0,0,1,0,0,0,0,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.041666666666666664
125,1,1,1,1,1,0,1,1,1,1,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",1,0.9444444444444444
126,1,0,1,0,0,1,0,0,1,1,1,0,1,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0)",0,0.16666666666666666
127,1,0,1,1,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",1,0.15859030837004406
128,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
129,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007751937984496124
130,1,0,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.003484320557491289
131,1,0,0,0,1,1,0,0,1,1,1,0,1,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0)",0,0.1
132,0,0,0,0,0,0,0,1,1,0,1,1,0,0,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.16666666666666666
133,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.43783783783783786
134,1,0,1,1,0,1,1,0,0,1,1,0,0,1,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1)",0,0.3333333333333333
135,1,0,1,1,1,0,1,1,1,0,0,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",1,0.52
136,0,0,0,0,1,0,0,1,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.07075471698113207
137,1,0,1,1,0,0,0,1,1,1,1,0,0,0,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.09090909090909091
138,1,0,1,0,0,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.013333333333333334
139,1,0,1,0,1,0,0,1,0,0,1,0,0,0,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",1,0.18518518518518517
140,0,0,0,0,1,0,0,1,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.07075471698113207
141,1,1,1,0,1,1,1,0,1,1,1,0,0,1,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.15384615384615385
142,1,1,1,0,0,1,0,0,1,0,0,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.05555555555555555
143,1,1,1,1,1,1,1,0,1,1,1,0,1,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1)",1,0.9
144,1,0,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.043795620437956206
145,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.012195121951219513
146,1,0,1,0,0,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.057692307692307696
147,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0030864197530864196
148,1,0,0,0,1,0,0,1,1,0,1,0,1,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0)",0,0.17391304347826086
149,1,0,1,0,1,1,0,0,1,1,1,0,0,1,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.0851063829787234
150,1,0,1,0,0,1,0,0,1,1,0,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.0625
151,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003278688524590164
152,1,0,1,1,1,1,1,0,0,1,0,0,0,1,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1)",0,0.26666666666666666
153,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
154,1,1,0,0,1,1,0,0,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1)",1,1.0
155,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
156,1,1,1,1,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0136986301369863
157,0,1,1,0,0,1,1,0,0,0,1,0,1,0,"(0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0)",0,0.5
158,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007112375533428165
159,1,1,1,1,1,1,0,0,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.037037037037037035
160,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0030864197530864196
161,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003278688524590164
162,0,0,1,1,1,1,1,0,0,1,1,0,0,0,"(0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",0,0.5
163,1,0,0,0,1,1,1,0,0,1,0,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.14285714285714285
164,0,1,1,1,1,0,1,1,1,0,1,0,0,1,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
