,workclass,fnlwgt,education,education-num,hours-per-week,marital-status,occupation,relationship,race,sex,native-country,capital-gain,capital-loss,target,xy,ground_truth,prob
65,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
66,1,0,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003389830508474576
67,1,0,0,0,1,0,0,1,1,1,1,0,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1)",1,0.803921568627451
68,0,1,1,0,1,0,1,1,1,0,1,0,0,1,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
69,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0038910505836575876
70,1,0,1,0,0,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.013333333333333334
71,1,1,1,1,1,1,1,0,0,1,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",0,0.02040816326530612
72,0,0,1,1,1,0,1,1,1,0,1,0,0,1,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
73,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0038910505836575876
74,1,0,1,0,0,0,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.3333333333333333
75,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.007042253521126761
76,1,0,1,1,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.045
77,1,1,0,0,0,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.00909090909090909
78,1,1,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0036231884057971015
79,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
80,1,1,0,0,0,1,1,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.021739130434782608
81,1,1,1,1,1,0,0,1,1,0,0,0,0,0,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0,0.06896551724137931
82,1,0,0,0,1,0,0,1,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.018518518518518517
83,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.07392996108949416
84,1,1,0,0,1,1,0,0,1,1,1,1,0,1,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1)",1,0.6666666666666666
85,1,1,0,0,0,1,1,0,1,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.008695652173913044
86,1,1,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
87,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.20912547528517111
88,1,0,0,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.007518796992481203
89,1,1,1,1,1,1,1,0,1,1,1,0,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",1,0.6578947368421053
90,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.20912547528517111
91,1,1,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0047169811320754715
92,1,1,1,0,0,1,0,0,0,1,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.02564102564102564
93,1,0,0,0,0,0,1,1,0,1,0,0,1,0,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0)",0,0.5
94,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
95,1,0,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006172839506172839
96,0,1,1,1,1,0,1,1,1,0,1,0,1,1,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
97,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.056910569105691054
98,1,0,1,1,1,1,1,0,1,1,0,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0)",0,0.04
99,1,1,0,0,1,1,0,0,0,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.00625
100,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
101,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
102,0,0,1,1,1,1,1,0,1,1,1,0,0,0,"(0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.03571428571428571
103,1,0,1,0,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.006211180124223602
104,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.001215066828675577
105,0,1,0,0,1,0,0,1,1,0,1,1,0,1,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",1,1.0
106,1,1,0,0,0,1,0,0,1,1,1,1,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0)",0,0.1111111111111111
107,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.002857142857142857
108,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
109,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
110,1,1,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.028268551236749116
111,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
112,0,1,0,0,1,0,0,1,1,0,0,0,1,0,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0)",1,1.0
113,1,1,1,0,0,0,1,1,1,1,1,1,0,0,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0)",0,0.3333333333333333
114,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
115,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
116,0,1,1,0,1,0,1,1,1,0,1,0,0,0,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.11538461538461539
117,1,1,1,1,1,0,0,1,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",1,0.125
118,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.056910569105691054
119,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.001215066828675577
120,1,1,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0047169811320754715
121,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.23195876288659795
122,1,0,1,1,1,1,1,0,0,0,0,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0)",0,0.0625
123,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
124,1,1,1,0,0,1,0,0,0,0,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.041666666666666664
125,1,1,1,1,1,0,1,1,1,1,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",1,1.0
126,1,0,1,0,0,1,0,0,1,1,1,0,1,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0)",0,0.16666666666666666
127,1,0,1,1,1,0,0,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
128,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
129,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0038910505836575876
130,1,0,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0025188916876574307
131,1,0,0,0,1,1,0,0,1,1,1,0,1,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0)",0,0.07692307692307693
132,0,0,0,0,0,0,0,1,1,0,1,1,0,0,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.16666666666666666
133,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.20912547528517111
134,1,0,1,1,0,1,1,0,0,1,1,0,0,0,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0)",0,0.05
135,1,0,1,1,1,0,1,1,1,0,0,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1)",1,1.0
136,0,0,0,0,1,0,0,1,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.01990049751243781
137,1,0,1,1,0,0,0,1,1,1,1,0,0,0,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.058823529411764705
138,1,0,1,0,0,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.013333333333333334
139,1,0,1,0,1,0,0,1,0,0,1,0,0,1,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1)",1,1.0
140,0,0,0,0,1,0,0,1,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.01990049751243781
141,1,1,1,0,1,1,1,0,1,1,1,0,0,1,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.4444444444444444
142,1,1,1,0,0,1,0,0,1,0,0,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.05555555555555555
143,1,1,1,1,1,1,1,0,1,1,1,0,1,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1)",1,0.9
144,1,0,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.02962962962962963
145,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.009708737864077669
146,1,0,1,0,0,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.02
147,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.002288329519450801
148,1,0,0,0,1,0,0,1,1,0,1,0,1,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0)",0,0.02564102564102564
149,1,0,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003389830508474576
150,1,0,1,0,0,1,0,0,1,1,0,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.045454545454545456
151,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0025906735751295338
152,1,0,1,1,1,1,1,0,0,1,0,0,0,1,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1)",0,0.5714285714285714
153,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
154,1,1,0,0,1,1,0,0,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1)",1,1.0
155,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
156,1,1,1,1,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006896551724137931
157,0,1,1,0,0,1,1,0,0,0,1,0,1,0,"(0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0)",0,0.5
158,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.002857142857142857
159,1,1,1,1,1,1,0,0,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.037037037037037035
160,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.002288329519450801
161,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0025906735751295338
162,0,0,1,1,1,1,1,0,0,1,1,0,0,0,"(0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",0,0.5
163,1,0,0,0,1,1,1,0,0,1,0,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.14285714285714285
164,0,1,1,1,1,0,1,1,1,0,1,0,0,1,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
